Timestamp,Run_Type,Epoch,Training_Loss,Peak_VRAM_GB,Epoch_Time_Sec
2026-03-19 11:31:37,Micro_Only,40,0.038959,0.0100,0.12
2026-03-19 11:31:37,Micro_Only,41,0.039257,0.0100,0.14
2026-03-19 11:31:38,Micro_Only,42,0.039557,0.0100,0.14
2026-03-19 11:31:38,Micro_Only,43,0.039175,0.0100,0.13
2026-03-19 11:31:38,Micro_Only,44,0.039034,0.0100,0.15
2026-03-19 11:31:38,Micro_Only,45,0.038596,0.0100,0.13
2026-03-19 11:31:38,Micro_Only,46,0.038393,0.0100,0.13
2026-03-19 11:31:38,Micro_Only,47,0.038810,0.0100,0.13
2026-03-19 11:31:38,Micro_Only,48,0.038455,0.0100,0.13
2026-03-19 11:31:39,Micro_Only,49,0.037931,0.0100,0.13
2026-03-19 11:31:39,Micro_Only,50,0.038200,0.0100,0.14
2026-03-19 11:31:39,Micro_Only,51,0.038172,0.0100,0.12
2026-03-19 11:31:39,Micro_Only,52,0.037813,0.0100,0.13
2026-03-19 11:31:39,Micro_Only,53,0.037677,0.0100,0.14
2026-03-19 11:31:39,Micro_Only,54,0.037447,0.0100,0.12
2026-03-19 11:31:39,Micro_Only,55,0.037471,0.0100,0.13
2026-03-19 11:31:39,Micro_Only,56,0.037292,0.0100,0.14
2026-03-19 11:31:40,Micro_Only,57,0.036854,0.0100,0.12
2026-03-19 11:31:40,Micro_Only,58,0.036880,0.0100,0.13
2026-03-19 11:31:40,Micro_Only,59,0.036541,0.0100,0.14
2026-03-19 11:31:40,Micro_Only,60,0.036371,0.0100,0.13
2026-03-19 11:31:40,Micro_Only,61,0.036118,0.0100,0.13
2026-03-19 11:31:40,Micro_Only,62,0.035471,0.0100,0.14
2026-03-19 11:31:40,Micro_Only,63,0.035670,0.0100,0.13
2026-03-19 11:31:41,Micro_Only,64,0.046366,0.0100,0.13
2026-03-19 11:31:41,Micro_Only,65,0.046684,0.0100,0.13
2026-03-19 11:31:41,Micro_Only,66,0.040054,0.0100,0.12
2026-03-19 11:31:41,Micro_Only,67,0.041165,0.0100,0.24
2026-03-19 11:31:41,Micro_Only,68,0.044361,0.0100,0.15
2026-03-19 11:31:41,Micro_Only,69,0.041195,0.0100,0.14
2026-03-19 11:31:41,Micro_Only,70,0.038614,0.0100,0.14
2026-03-19 11:31:42,Micro_Only,71,0.039838,0.0100,0.12
2026-03-19 11:31:42,Micro_Only,72,0.038914,0.0100,0.14
2026-03-19 11:31:42,Micro_Only,73,0.037618,0.0100,0.13
2026-03-19 11:31:42,Micro_Only,74,0.038995,0.0100,0.13
2026-03-19 11:31:42,Micro_Only,75,0.039196,0.0100,0.13
2026-03-19 11:31:42,Micro_Only,76,0.037795,0.0100,0.13
2026-03-19 11:31:42,Micro_Only,77,0.037978,0.0100,0.13
2026-03-19 11:31:42,Micro_Only,78,0.038498,0.0100,0.14
2026-03-19 11:31:43,Micro_Only,79,0.037533,0.0100,0.24
2026-03-19 11:31:43,Micro_Only,80,0.037420,0.0100,0.13
2026-03-19 11:31:43,Micro_Only,81,0.038067,0.0100,0.13
2026-03-19 11:31:43,Micro_Only,82,0.037706,0.0100,0.13
2026-03-19 11:31:43,Micro_Only,83,0.037175,0.0100,0.13
2026-03-19 11:31:43,Micro_Only,84,0.037448,0.0100,0.13
2026-03-19 11:31:44,Micro_Only,85,0.037289,0.0100,0.14
2026-03-19 11:31:44,Micro_Only,86,0.036766,0.0100,0.14
2026-03-19 11:31:44,Micro_Only,87,0.036934,0.0100,0.13
2026-03-19 11:31:44,Micro_Only,88,0.036950,0.0100,0.14
2026-03-19 11:31:44,Micro_Only,89,0.036514,0.0100,0.13
2026-03-19 11:31:44,Micro_Only,90,0.036560,0.0100,0.12
2026-03-19 11:31:44,Micro_Only,91,0.036509,0.0100,0.13
2026-03-19 11:31:44,Micro_Only,92,0.036110,0.0100,0.13
2026-03-19 11:31:45,Micro_Only,93,0.036221,0.0100,0.13
2026-03-19 11:31:45,Micro_Only,94,0.035988,0.0100,0.13
2026-03-19 11:31:45,Micro_Only,95,0.035834,0.0100,0.13
2026-03-19 11:31:45,Micro_Only,96,0.035843,0.0100,0.14
2026-03-19 11:31:45,Micro_Only,97,0.035405,0.0100,0.16
2026-03-19 11:31:45,Micro_Only,98,0.035777,0.0100,0.13
2026-03-19 11:31:45,Micro_Only,99,0.035462,0.0100,0.12
2026-03-19 11:31:46,Micro_Only,100,0.035370,0.0100,0.13
2026-03-19 11:31:47,Macro_Only,1,0.729751,0.0100,0.23
2026-03-19 11:31:47,Macro_Only,2,0.672359,0.0100,0.17
2026-03-19 11:31:47,Macro_Only,3,0.602994,0.0100,0.17
2026-03-19 11:31:48,Macro_Only,4,0.481633,0.0100,0.14
2026-03-19 11:31:48,Macro_Only,5,0.276190,0.0100,0.14
2026-03-19 11:31:48,Macro_Only,6,0.843339,0.0100,0.17
2026-03-19 11:31:48,Macro_Only,7,0.244029,0.0100,0.15
2026-03-19 11:31:48,Macro_Only,8,0.220587,0.0100,0.14
2026-03-19 11:31:48,Macro_Only,9,0.254956,0.0100,0.13
2026-03-19 11:31:48,Macro_Only,10,0.264472,0.0100,0.15
2026-03-19 11:31:49,Macro_Only,11,0.257343,0.0100,0.15
2026-03-19 11:31:49,Macro_Only,12,0.239767,0.0100,0.14
2026-03-19 11:31:49,Macro_Only,13,0.212845,0.0100,0.15
2026-03-19 11:31:49,Macro_Only,14,0.179513,0.0100,0.16
2026-03-19 11:31:49,Macro_Only,15,0.145116,0.0100,0.14
2026-03-19 11:31:49,Macro_Only,16,0.118511,0.0100,0.18
2026-03-19 11:31:50,Macro_Only,17,0.111083,0.0100,0.19
2026-03-19 11:31:50,Macro_Only,18,0.125959,0.0100,0.22
2026-03-19 11:31:50,Macro_Only,19,0.143338,0.0100,0.16
2026-03-19 11:31:50,Macro_Only,20,0.144204,0.0100,0.16
2026-03-19 11:31:50,Macro_Only,21,0.133057,0.0100,0.23
2026-03-19 11:31:51,Macro_Only,22,0.117888,0.0100,0.28
2026-03-19 11:31:51,Macro_Only,23,0.103488,0.0100,0.24
2026-03-19 11:31:51,Macro_Only,24,0.095405,0.0100,0.22
2026-03-19 11:31:51,Macro_Only,25,0.098206,0.0100,0.15
2026-03-19 11:31:51,Macro_Only,26,0.106448,0.0100,0.15
2026-03-19 11:31:52,Macro_Only,27,0.110306,0.0100,0.14
2026-03-19 11:31:52,Macro_Only,28,0.108524,0.0100,0.15
2026-03-19 11:31:52,Macro_Only,29,0.105830,0.0100,0.20
2026-03-19 11:31:53,Macro_Only,30,0.103241,0.0100,0.76
2026-03-19 11:31:53,Macro_Only,31,0.099556,0.0100,0.36
2026-03-19 11:31:53,Macro_Only,32,0.095230,0.0100,0.46
2026-03-19 11:31:54,Macro_Only,33,0.093476,0.0100,0.16
2026-03-19 11:31:54,Macro_Only,34,0.095493,0.0100,0.14
2026-03-19 11:31:54,Macro_Only,35,0.098141,0.0100,0.14
2026-03-19 11:31:54,Macro_Only,36,0.098328,0.0100,0.16
2026-03-19 11:31:54,Macro_Only,37,0.096934,0.0100,0.14
2026-03-19 11:31:54,Macro_Only,38,0.096089,0.0100,0.14
2026-03-19 11:31:55,Macro_Only,39,0.095448,0.0100,0.15
2026-03-19 11:31:55,Macro_Only,40,0.093942,0.0100,0.15
2026-03-19 11:31:55,Macro_Only,41,0.092487,0.0100,0.17
2026-03-19 11:31:55,Macro_Only,42,0.092694,0.0100,0.18
2026-03-19 11:31:55,Macro_Only,43,0.093989,0.0100,0.19
2026-03-19 11:31:55,Macro_Only,44,0.094192,0.0100,0.17
2026-03-19 11:31:56,Macro_Only,45,0.093174,0.0100,0.17
2026-03-19 11:31:56,Macro_Only,46,0.092625,0.0100,0.17
2026-03-19 11:31:56,Macro_Only,47,0.092432,0.0100,0.22
2026-03-19 11:31:56,Macro_Only,48,0.091548,0.0100,0.17
2026-03-19 11:31:56,Macro_Only,49,0.090487,0.0100,0.15
2026-03-19 11:31:56,Macro_Only,50,0.090470,0.0100,0.20
2026-03-19 11:31:57,Macro_Only,51,0.090950,0.0100,0.18
2026-03-19 11:31:57,Macro_Only,52,0.090600,0.0100,0.21
2026-03-19 11:31:57,Macro_Only,53,0.089989,0.0100,0.28
2026-03-19 11:31:57,Macro_Only,54,0.089810,0.0100,0.19
2026-03-19 11:31:58,Macro_Only,55,0.089420,0.0100,0.32
2026-03-19 11:31:58,Macro_Only,56,0.088928,0.0100,0.19
2026-03-19 11:31:58,Macro_Only,57,0.089038,0.0100,0.21
2026-03-19 11:31:58,Macro_Only,58,0.089150,0.0100,0.19
2026-03-19 11:31:58,Macro_Only,59,0.088740,0.0100,0.20
2026-03-19 11:31:59,Macro_Only,60,0.088410,0.0100,0.36
2026-03-19 11:31:59,Macro_Only,61,0.088245,0.0100,0.17
2026-03-19 11:31:59,Macro_Only,62,0.087935,0.0100,0.15
2026-03-19 11:31:59,Macro_Only,63,0.087896,0.0100,0.29
2026-03-19 11:32:00,Macro_Only,64,0.087903,0.0100,0.38
2026-03-19 11:32:00,Macro_Only,65,0.087534,0.0100,0.18
2026-03-19 11:32:00,Macro_Only,66,0.087140,0.0100,0.52
2026-03-19 11:32:01,Macro_Only,67,0.087034,0.0100,0.45
2026-03-19 11:32:01,Macro_Only,68,0.086798,0.0100,0.25
2026-03-19 11:32:01,Macro_Only,69,0.086549,0.0100,0.21
2026-03-19 11:32:02,Macro_Only,70,0.086280,0.0100,0.16
2026-03-19 11:32:02,Macro_Only,71,0.085818,0.0100,0.17
2026-03-19 11:32:02,Macro_Only,72,0.085407,0.0100,0.20
2026-03-19 11:32:02,Macro_Only,73,0.085101,0.0100,0.35
2026-03-19 11:32:03,Macro_Only,74,0.084618,0.0100,0.31
2026-03-19 11:32:03,Macro_Only,75,0.083879,0.0100,0.21
2026-03-19 11:32:03,Macro_Only,76,0.083242,0.0100,0.19
2026-03-19 11:32:03,Macro_Only,77,0.082484,0.0100,0.22
2026-03-19 11:32:03,Macro_Only,78,0.081409,0.0100,0.15
2026-03-19 11:32:04,Macro_Only,79,0.080133,0.0100,0.17
2026-03-19 11:32:04,Macro_Only,80,0.079124,0.0100,0.22
2026-03-19 11:32:04,Macro_Only,81,0.077204,0.0100,0.20
2026-03-19 11:32:04,Macro_Only,82,0.074738,0.0100,0.34
2026-03-19 11:32:05,Macro_Only,83,0.072791,0.0100,0.22
2026-03-19 11:32:05,Macro_Only,84,0.070896,0.0100,0.16
2026-03-19 11:32:05,Macro_Only,85,0.075744,0.0100,0.25
2026-03-19 11:32:05,Macro_Only,86,0.091232,0.0100,0.33
2026-03-19 11:32:06,Macro_Only,87,0.077718,0.0100,0.56
2026-03-19 11:32:06,Macro_Only,88,0.109487,0.0100,0.23
2026-03-19 11:32:06,Macro_Only,89,0.081199,0.0100,0.26
2026-03-19 11:32:07,Macro_Only,90,0.098650,0.0100,0.19
2026-03-19 11:32:07,Macro_Only,91,0.083447,0.0100,0.17
2026-03-19 11:32:07,Macro_Only,92,0.084000,0.0100,0.17
2026-03-19 11:32:07,Macro_Only,93,0.085116,0.0100,0.17
2026-03-19 11:32:07,Macro_Only,94,0.082847,0.0100,0.26
2026-03-19 11:32:08,Macro_Only,95,0.089370,0.0100,0.45
2026-03-19 11:32:08,Macro_Only,96,0.082841,0.0100,0.45
2026-03-19 11:32:09,Macro_Only,97,0.076998,0.0100,0.41
2026-03-19 11:32:09,Macro_Only,98,0.082482,0.0100,0.30
2026-03-19 11:32:10,Macro_Only,99,0.080446,0.0100,0.72
2026-03-19 11:32:10,Macro_Only,100,0.075006,0.0100,0.38
2026-03-19 11:32:14,Dual_Stream,1,0.718410,0.0100,0.58
2026-03-19 11:32:14,Dual_Stream,2,0.655281,0.0100,0.43
2026-03-19 11:32:14,Dual_Stream,3,0.550511,0.0100,0.35
2026-03-19 11:32:15,Dual_Stream,4,0.326234,0.0100,0.61
2026-03-19 11:32:16,Dual_Stream,5,0.369997,0.0100,1.05
2026-03-19 11:32:17,Dual_Stream,6,0.250577,0.0100,0.79
2026-03-19 11:32:18,Dual_Stream,7,0.210216,0.0100,1.12
2026-03-19 11:32:19,Dual_Stream,8,0.158984,0.0100,0.50
2026-03-19 11:32:19,Dual_Stream,9,0.145570,0.0100,0.60
2026-03-19 11:32:20,Dual_Stream,10,0.134812,0.0100,0.65
2026-03-19 11:32:21,Dual_Stream,11,0.121536,0.0100,1.65
2026-03-19 11:32:23,Dual_Stream,12,0.112565,0.0100,1.05
2026-03-19 11:32:24,Dual_Stream,13,0.114656,0.0100,1.10
2026-03-19 11:32:24,Dual_Stream,14,0.109109,0.0100,0.47
2026-03-19 11:32:25,Dual_Stream,15,0.086965,0.0100,0.51
2026-03-19 11:32:25,Dual_Stream,16,0.079263,0.0100,0.58
2026-03-19 11:32:26,Dual_Stream,17,0.080918,0.0100,0.48
2026-03-19 11:32:26,Dual_Stream,18,0.072944,0.0100,0.75
2026-03-19 11:32:27,Dual_Stream,19,0.065480,0.0100,0.49
2026-03-19 11:32:27,Dual_Stream,20,0.066371,0.0100,0.34
2026-03-19 11:32:28,Dual_Stream,21,0.058992,0.0100,0.31
2026-03-19 11:32:28,Dual_Stream,22,0.051423,0.0100,0.28
2026-03-19 11:32:28,Dual_Stream,23,0.052808,0.0100,0.29
2026-03-19 11:32:29,Dual_Stream,24,0.050980,0.0100,0.82
2026-03-19 11:32:30,Dual_Stream,25,0.048276,0.0100,0.66
2026-03-19 11:32:30,Dual_Stream,26,0.049088,0.0100,0.58
2026-03-19 11:32:31,Dual_Stream,27,0.044868,0.0100,0.42
2026-03-19 11:32:31,Dual_Stream,28,0.041273,0.0100,0.48
2026-03-19 11:32:31,Dual_Stream,29,0.043317,0.0100,0.32
2026-03-19 11:32:32,Dual_Stream,30,0.043163,0.0100,0.39
2026-03-19 11:32:32,Dual_Stream,31,0.040633,0.0100,0.67
2026-03-19 11:32:33,Dual_Stream,32,0.040178,0.0100,0.37
2026-03-19 11:32:33,Dual_Stream,33,0.040859,0.0100,0.31
